gene name,description,gene id,protein id,GO general category
ZFP36,ZFP36 ring finger protein [Source:HGNC Symbol;Acc:12862],ENSG00000128016,ENSP00000248673,"GO:0005515,GO:0046872,GO:0003677,GO:0003727,GO:0019901,GO:0003729,GO:0071889,GO:0017091,GO:0019957,GO:0005634,GO:0005737,GO:0005829,GO:0010494,GO:0000122,GO:0010467,GO:0016070,GO:0016071,GO:0000288,GO:0060213,GO:1900153,GO:0042594,GO:0006402,GO:0035278,GO:0032680,GO:0070935,GO:0035925,GO:0006357,GO:0000289,GO:0050728,GO:0043488,GO:0045638,GO:0050779"
ZFP36L1,ZFP36 ring finger protein-like 1 [Source:HGNC Symbol;Acc:1107],ENSG00000185650,ENSP00000450784,"GO:0046872,GO:0005634,GO:0005737,GO:0000288,GO:0006417,GO:0033077,GO:0001570,GO:0003700,GO:0005515,GO:0003677,GO:0003729,GO:0005829,GO:0006355,GO:0010467,GO:0016070,GO:0016071,GO:0043488"
ZFP36L2,ZFP36 ring finger protein-like 2 [Source:HGNC Symbol;Acc:1108],ENSG00000152518,ENSP00000282388,"GO:0035925,GO:0003700,GO:0046872,GO:0003677,GO:0017091,GO:0005737,GO:0005634,GO:0035019,GO:0033077,GO:0030097,GO:0060216,GO:0048103,GO:1900153,GO:0006402,GO:2000737,GO:0008283,GO:0006355,GO:0000288,GO:0043488"
ANKHD1,ankyrin repeat and KH domain containing 1 [Source:HGNC Symbol;Acc:24714],ENSG00000131503,ENSP00000354085,"GO:0003723,GO:0005515,GO:0005634,GO:0005737"
ANKRD17,ankyrin repeat domain 17 [Source:HGNC Symbol;Acc:23575],ENSG00000132466,ENSP00000351416,"GO:0005515,GO:0003723,GO:0005634,GO:0005737,GO:0001955,GO:0019048,GO:0051151"
HELZ2,"helicase with zinc finger 2, transcriptional coactivator [Source:HGNC Symbol;Acc:30021]",ENSG00000130589,ENSP00000393257,"GO:0005515,GO:0005524,GO:0046872,GO:0003677,GO:0004386,GO:0003713,GO:0030374,GO:0005654,GO:0006351,GO:0045944,GO:0044255,GO:0044281"
UPF1,UPF1 regulator of nonsense transcripts homolog (yeast) [Source:HGNC Symbol;Acc:9962],ENSG00000005007,ENSP00000262803,"GO:0003723,GO:0005515,GO:0008270,GO:0005524,GO:0003677,GO:0016787,GO:0003682,GO:0004386,GO:0004004,GO:0005634,GO:0005737,GO:0005829,GO:0000932,GO:0000785,GO:0035145,GO:0044530,GO:0006281,GO:0010467,GO:0016070,GO:0016071,GO:0006260,GO:0006406,GO:0009048,GO:0071044,GO:0000184,GO:0006449"
DROSHA,"drosha, ribonuclease type III [Source:HGNC Symbol;Acc:17904]",ENSG00000113360,ENSP00000409335,"GO:0003723,GO:0005515,GO:0046872,GO:0004525,GO:0005730,GO:0005654,GO:0042254,GO:0010467,GO:0006396,GO:0010586,GO:0016075,GO:0031054,GO:0004521,GO:0010468"
MRPL37,mitochondrial ribosomal protein L37 [Source:HGNC Symbol;Acc:14034],ENSG00000116221,ENSP00000354086,"GO:0003735,GO:0005739,GO:0005840,GO:0006412,GO:0005761"
PUS10,pseudouridylate synthase 10 [Source:HGNC Symbol;Acc:26505],ENSG00000162927,ENSP00000326003,"GO:0003723,GO:0009982,GO:0008033,GO:0001522,GO:0009451"
NUDT16,nudix (nucleoside diphosphate linked moiety X)-type motif 16 [Source:HGNC Symbol;Acc:26442],ENSG00000198585,ENSP00000429274,"GO:0042803,GO:0005525,GO:0000287,GO:0016787,GO:0003729,GO:0030145,GO:0030515,GO:0008235,GO:0050897,GO:0098519,GO:0050072,GO:0035870,GO:0090450,GO:0097383,GO:1901640,GO:1901641,GO:0005634,GO:0005737,GO:0005730,GO:0005654,GO:0044281,GO:0008284,GO:0006402,GO:0006382,GO:0046709,GO:0055086,GO:0090068,GO:0034656,GO:2000781,GO:2000233,GO:0016077,GO:0035863,GO:1901639"
NUDT16L1,nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1 [Source:HGNC Symbol;Acc:28154],ENSG00000168101,ENSP00000306670,"GO:0016787,GO:0030515,GO:0005737"
TRMT11,tRNA methyltransferase 11 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21080],ENSG00000066651,ENSP00000333934,"GO:0000049,GO:0008168,GO:0008033,GO:0003677,GO:0008170,GO:0006306"
PET112,PET112 homolog (yeast) [Source:HGNC Symbol;Acc:8849],ENSG00000059691,ENSP00000426859,"GO:0016874,GO:0016884,GO:0016740,GO:0005739,GO:0005524,GO:0008135,GO:0050567,GO:0030956,GO:0006412,GO:0032543,GO:0070681"
NUFIP1,nuclear fragile X mental retardation protein interacting protein 1 [Source:HGNC Symbol;Acc:8057],ENSG00000083635,ENSP00000368459,"GO:0005515,GO:0003723,GO:0046872,GO:0003677,GO:0042802,GO:0030674,GO:0030515,GO:0005634,GO:0005730,GO:0048786,GO:0008023,GO:0016363,GO:0022626,GO:0070761,GO:0005726,GO:0045944,GO:0006396,GO:0000492"
PURA,purine-rich element binding protein A [Source:HGNC Symbol;Acc:9701],ENSG00000185129,ENSP00000332706,"GO:0005515,GO:0003700,GO:0003677,GO:0003690,GO:0003697,GO:0008134,GO:0003705,GO:0046332,GO:0003691,GO:0032422,GO:0000900,GO:0005662,GO:0005634,GO:0005737,GO:0043025,GO:0030425,GO:0000784,GO:0045892,GO:0008284,GO:0007399,GO:0006270,GO:0006268"
PURB,purine-rich element binding protein B [Source:HGNC Symbol;Acc:9702],ENSG00000146676,ENSP00000379051,"GO:0005515,GO:0003729,GO:0003697,GO:0008134,GO:0003700,GO:0003690,GO:0046332,GO:0005662,GO:0005634,GO:0006351,GO:0045892,GO:0045637"
PURG,purine-rich element binding protein G [Source:HGNC Symbol;Acc:17930],ENSG00000172733,ENSP00000345168,"GO:0003677,GO:0005634"
ZRANB2,"zinc finger, RAN-binding domain containing 2 [Source:HGNC Symbol;Acc:13058]",ENSG00000132485,ENSP00000254821,"GO:0003723,GO:0003700,GO:0005515,GO:0008270,GO:0005634,GO:0006355,GO:0006397,GO:0008380"
THOC5,THO complex 5 [Source:HGNC Symbol;Acc:19074],ENSG00000100296,ENSP00000420306,"GO:0003723,GO:0005515,GO:0005634,GO:0005737,GO:0043231,GO:0045111,GO:0016607,GO:0000346,GO:0000347,GO:0000445,GO:0006397,GO:0008380,GO:0060215,GO:0006406,GO:0045650,GO:0030224,GO:0032786,GO:2000002,GO:0046784"
TSEN54,tRNA splicing endonuclease 54 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:27561],ENSG00000182173,ENSP00000327487,"GO:0005730,GO:0006397,GO:0006388"
SRP9,signal recognition particle 9kDa [Source:HGNC Symbol;Acc:11304],ENSG00000143742,ENSP00000355803,"GO:0008312,GO:0048500,GO:0006614,GO:0045900,GO:0003723,GO:0005047,GO:0005829,GO:0005786,GO:0005785,GO:0006412,GO:0010467,GO:0044267"
PIN4,"protein (peptidylprolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin) [Source:HGNC Symbol;Acc:8992]",ENSG00000102309,ENSP00000362773,"GO:0003677,GO:0003690,GO:0003755,GO:0003681,GO:0005634,GO:0005737,GO:0005759,GO:0005730,GO:0005819,GO:0030684,GO:0006457,GO:0006364,GO:0016853"
ZC3H14,zinc finger CCCH-type containing 14 [Source:HGNC Symbol;Acc:20509],ENSG00000100722,ENSP00000452370,"GO:0003723,GO:0005515,GO:0046872,GO:0005634,GO:0005737,GO:0016607"
CNOT2,"CCR4-NOT transcription complex, subunit 2 [Source:HGNC Symbol;Acc:7878]",ENSG00000111596,ENSP00000446507,"GO:0005515,GO:0001104,GO:0004535,GO:0001226,GO:0005634,GO:0005737,GO:0005829,GO:0030014,GO:0000122,GO:0006355,GO:0010467,GO:0016070,GO:0016071,GO:0000288,GO:0000289,GO:0006417,GO:0010606,GO:0031047,GO:0033147,GO:2000036,GO:0006357,GO:0001829"
TARBP1,TAR (HIV-1) RNA binding protein 1 [Source:HGNC Symbol;Acc:11568],ENSG00000059588,ENSP00000040877,"GO:0005488,GO:0003723,GO:0008173,GO:0005634,GO:0006357,GO:0006396"
AGO1,"eukaryotic translation initiation factor 2C, 1 [Source:HGNC Symbol;Acc:3262]",ENSG00000092847,ENSP00000362300,"GO:0005515,GO:0003723,GO:0003676,GO:0005737,GO:0005829,GO:0000932,GO:0030529,GO:0005844,GO:0035068,GO:0006351,GO:0038095,GO:0045087,GO:0006355,GO:0048015,GO:0010467,GO:0007219,GO:0008543,GO:0007173,GO:0048011,GO:0035278,GO:0000956"
AGO2,"eukaryotic translation initiation factor 2C, 2 [Source:HGNC Symbol;Acc:3263]",ENSG00000123908,ENSP00000220592,"GO:0005515,GO:0003729,GO:0004521,GO:0000932,GO:0031047,GO:0060213,GO:1900153,GO:0009791,GO:0006379,GO:0003676,GO:0046872,GO:0003743,GO:0035197,GO:0035198,GO:0000340,GO:0070551,GO:0005634,GO:0005737,GO:0005829,GO:0030529,GO:0005845,GO:0005844,GO:0016442,GO:0035068,GO:0006351,GO:0038095,GO:0045087,GO:0006412,GO:0006355,GO:0048015,GO:0010467,GO:0007219,GO:0008543,GO:0007173,GO:0031054,GO:0048011,GO:0045947,GO:0035278,GO:0006413,GO:0035279,GO:0003723"
AGO3,"eukaryotic translation initiation factor 2C, 3 [Source:HGNC Symbol;Acc:18421]",ENSG00000126070,ENSP00000362287,"GO:0005515,GO:0003743,GO:0003676,GO:0035198,GO:0005829,GO:0000932,GO:0016442,GO:0035068,GO:0038095,GO:0045087,GO:0048015,GO:0010467,GO:0007219,GO:0008543,GO:0006402,GO:0007173,GO:0048011,GO:0035278,GO:0072091,GO:0003723"
AGO4,"eukaryotic translation initiation factor 2C, 4 [Source:HGNC Symbol;Acc:18424]",ENSG00000134698,ENSP00000362306,"GO:0003723,GO:0005515,GO:0003676,GO:0035198,GO:0005829,GO:0000932,GO:0016442,GO:0035068,GO:0038095,GO:0045087,GO:0048015,GO:0010467,GO:0007219,GO:0008543,GO:0006402,GO:0007173,GO:0048011,GO:0035278"
LARP4B,"La ribonucleoprotein domain family, member 4B [Source:HGNC Symbol;Acc:28987]",ENSG00000107929,ENSP00000326128,"GO:0003723,GO:0005829,GO:0010494,GO:0042788,GO:0045727"
LARP4,"La ribonucleoprotein domain family, member 4 [Source:HGNC Symbol;Acc:24320]",ENSG00000161813,ENSP00000293618,"GO:0003723,GO:0007010,GO:0022604,GO:0003676"
SNW1,SNW domain containing 1 [Source:HGNC Symbol;Acc:16696] [Type: protein coding Ensembl/Havana merge],ENSG00000100603,ENSP00000261531,"GO:0005681,GO:0000398,GO:0005525,GO:0005634,GO:0006614,GO:0000785,GO:0005515,GO:0003714,GO:0042974,GO:0042809,GO:0003713,GO:0046332,GO:0005112,GO:0035257,GO:0005654,GO:0016363,GO:0071013,GO:0008024,GO:0071146,GO:0000122,GO:0045944,GO:0045892,GO:0010467,GO:0006357,GO:0006367,GO:0007219,GO:0051571,GO:0050769,GO:0071300,GO:0042771,GO:0030511,GO:0048384,GO:0048026,GO:0019048,GO:0070562,GO:0070564,GO:0043923,GO:0048385"
EZH2,enhancer of zeste homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:3527],ENSG00000106462,ENSP00000320147,"GO:0003682,GO:0003723,GO:0001047,GO:0005515,GO:0003677,GO:0018024,GO:0043565,GO:0042054,GO:0035098,GO:0045120,GO:0000122,GO:0006351,GO:2000134,GO:0045892,GO:0034244,GO:0006355,GO:0048387,GO:0042127,GO:0043406,GO:0071902,GO:0070314,GO:0021695,GO:0006325,GO:0010718,GO:0032320,GO:0045814,GO:0051154,GO:0014013,GO:0045605,GO:0070734,GO:0000975,GO:0005737,GO:0005634,GO:0010468,GO:0050767,GO:0016571,GO:0001932,GO:0010629"
EIF3B,"eukaryotic translation initiation factor 3, subunit B [Source:HGNC Symbol;Acc:3280]",ENSG00000106263,ENSP00000354125,"GO:0000166,GO:0003723,GO:0005515,GO:0003676,GO:0003743,GO:0032947,GO:0031369,GO:0005829,GO:0005852,GO:0016282,GO:0033290,GO:0006412,GO:0010467,GO:0001731,GO:0006446,GO:0044267,GO:0006413"
RPP30,ribonuclease P/MRP 30kDa subunit [Source:HGNC Symbol;Acc:17688],ENSG00000148688,ENSP00000389182,"GO:0003824,GO:0004540,GO:0004526,GO:0005634,GO:0005655,GO:0008033"
ZMAT3,"zinc finger, matrin-type 3 [Source:HGNC Symbol;Acc:29983]",ENSG00000172667,ENSP00000311221,"GO:0008270,GO:0003676,GO:0005730,GO:0003723,GO:0005515,GO:0006915,GO:0006974,GO:0015031,GO:0040008,GO:0043065"
PTGES3,prostaglandin E synthase 3 (cytosolic) [Source:HGNC Symbol;Acc:16049],ENSG00000110958,ENSP00000262033,"GO:0005634,GO:0005737,GO:0005515,GO:0051082,GO:0050220,GO:0003720,GO:0005829,GO:0000781,GO:0005697,GO:0044281,GO:0007165,GO:0000723,GO:0019369,GO:0070389,GO:0001516,GO:0019371"
KARS,lysyl-tRNA synthetase [Source:HGNC Symbol;Acc:6215],ENSG00000065427,ENSP00000462057,"GO:0005524,GO:0003676,GO:0000049,GO:0016597,GO:0004824,GO:0017101,GO:0006430,GO:0015966,GO:0000166,GO:0004812,GO:0006418,GO:0005515,GO:0046872,GO:0005634,GO:0005886,GO:0005737,GO:0005576,GO:0005739,GO:0005829,GO:0005759,GO:0015630,GO:0010467,GO:0008033,GO:0019048"
RAN,"RAN, member RAS oncogene family [Source:HGNC Symbol;Acc:9846]",ENSG00000132341,ENSP00000446215,"GO:0005525,GO:0003924,GO:0005634,GO:0005737,GO:0007264,GO:0015031,GO:0007165,GO:0030036,GO:0006886,GO:0006606,GO:0034629,GO:0006913,GO:0006184,GO:0016020,GO:0005622,GO:0005515,GO:0003682,GO:0003713,GO:0050681,GO:0005829,GO:0005654,GO:0000785,GO:0005643,GO:0042470,GO:0045893,GO:0007067,GO:0044281,GO:0006611,GO:0016032,GO:0010467,GO:0032092,GO:0006259,GO:0030521,GO:0019048,GO:0019058,GO:0007052,GO:0075733,GO:0006405,GO:0019904"
SNRPA,small nuclear ribonucleoprotein polypeptide A [Source:HGNC Symbol;Acc:11151],ENSG00000077312,ENSP00000243563,"GO:0000166,GO:0003676,GO:0017069,GO:0000398,GO:0003723,GO:0005515,GO:0005654,GO:0005681,GO:0010467,GO:0008380"
SNRPB2,small nuclear ribonucleoprotein polypeptide B [Source:HGNC Symbol;Acc:11155],ENSG00000125870,ENSP00000246071,"GO:0005515,GO:0000166,GO:0003676,GO:0017069,GO:0005654,GO:0005681,GO:0005686,GO:0071013,GO:0010467,GO:0006397,GO:0008380,GO:0000398"
HEATR1,HEAT repeat containing 1 [Source:HGNC Symbol;Acc:25517],ENSG00000119285,ENSP00000355541,"GO:0005488,GO:0005634,GO:0005739,GO:0005730,GO:0005515,GO:0030529,GO:0006364"
PTGES3L-AARSD1,PTGES3L-AARSD1 readthrough [Source:HGNC Symbol;Acc:43946],ENSG00000108825,ENSP00000409924,"GO:0000166,GO:0005524,GO:0004813,GO:0006419,GO:0003676,GO:0046872,GO:0016876,GO:0005737,GO:0043039"
AARSD1,alanyl-tRNA synthetase domain containing 1 [Source:HGNC Symbol;Acc:28417],ENSG00000266967,ENSP00000400870,"GO:0000166,GO:0005524,GO:0016876,GO:0043039,GO:0005515,GO:0002161,GO:0002196,GO:0003676,GO:0046872,GO:0004813,GO:0005737,GO:0006450,GO:0006419"
CPSF3,"cleavage and polyadenylation specific factor 3, 73kDa [Source:HGNC Symbol;Acc:2326]",ENSG00000119203,ENSP00000238112,"GO:0003723,GO:0016787,GO:0004521,GO:0008409,GO:0006398,GO:0005515,GO:0046872,GO:0005654,GO:0030529,GO:0005847,GO:0006366,GO:0010467,GO:0008380,GO:0000398,GO:0006379,GO:0006406,GO:0031124,GO:0006378,GO:0006369"
CPSF3L,cleavage and polyadenylation specific factor 3-like [Source:HGNC Symbol;Acc:26052],ENSG00000127054,ENSP00000392848,"GO:0016787,GO:0005634,GO:0005737"
CWC25,CWC25 spliceosome-associated protein homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25989],ENSG00000108296,ENSP00000225428,.
RPS5,ribosomal protein S5 [Source:HGNC Symbol;Acc:10426],ENSG00000083845,ENSP00000196551,"GO:0003723,GO:0003735,GO:0003729,GO:0005829,GO:0022627,GO:0030529,GO:0015935,GO:0006412,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0044267,GO:0006614,GO:0006450,GO:0006414,GO:0019058,GO:0006413,GO:0000184,GO:0006415,GO:0019083"
POLR2D,polymerase (RNA) II (DNA directed) polypeptide D [Source:HGNC Symbol;Acc:9191],ENSG00000144231,ENSP00000272645,"GO:0000166,GO:0003824,GO:0003899,GO:0006351,GO:0044237,GO:0005634,GO:0005654,GO:0005665,GO:0006366,GO:0006289,GO:0006281,GO:0016032,GO:0010467,GO:0008380,GO:0000398,GO:0006367,GO:0006368,GO:0006370,GO:0006283,GO:0050434"
C9orf114,chromosome 9 open reading frame 114 [Source:HGNC Symbol;Acc:26933],ENSG00000198917,ENSP00000354812,.
MRPL44,mitochondrial ribosomal protein L44 [Source:HGNC Symbol;Acc:16650],ENSG00000135900,ENSP00000258383,"GO:0003723,GO:0004525,GO:0005739,GO:0005840,GO:0006396"
ETF1,eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:3477],ENSG00000120705,ENSP00000353741,"GO:0016149,GO:0005737,GO:0006415,GO:0003723,GO:0005515,GO:0043022,GO:0003747,GO:0008079,GO:0005829,GO:0006412,GO:0010467,GO:0016070,GO:0016071,GO:0006479,GO:0044267,GO:0000184,GO:0006449"
GAR1,GAR1 ribonucleoprotein homolog (yeast) [Source:HGNC Symbol;Acc:14264],ENSG00000109534,ENSP00000226796,"GO:0003723,GO:0005261,GO:0015030,GO:0031429,GO:0042254,GO:0006364,GO:0001522"
MVP,major vault protein [Source:HGNC Symbol;Acc:7531],ENSG00000013364,ENSP00000378760,"GO:0005515,GO:0019901,GO:0019903,GO:0005634,GO:0005737,GO:0048471,GO:0005856,GO:0005643,GO:0030529,GO:0070062,GO:0008283,GO:0015031,GO:0051028,GO:0072376,GO:0031953,GO:0061099,GO:0038127,GO:0023057"
RPF2,ribosome production factor 2 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:20870],ENSG00000197498,ENSP00000402338,"GO:0005634,GO:0005730"
ZC3H18,zinc finger CCCH-type containing 18 [Source:HGNC Symbol;Acc:25091],ENSG00000158545,ENSP00000455260,"GO:0046872,GO:0005634"
INTS5,integrator complex subunit 5 [Source:HGNC Symbol;Acc:29352],ENSG00000185085,ENSP00000327889,"GO:0005515,GO:0016021,GO:0032039,GO:0016180"
INTS3,integrator complex subunit 3 [Source:HGNC Symbol;Acc:26153],ENSG00000143624,ENSP00000398222,"GO:0005515,GO:0005634,GO:0032039,GO:0070876,GO:0006974,GO:0006281,GO:0010212,GO:0007093,GO:0016180"
LSM6,"LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:HGNC Symbol;Acc:17017]",ENSG00000164167,ENSP00000296581,"GO:0003723,GO:0005515,GO:0005829,GO:0005681,GO:0030532,GO:0010467,GO:0016070,GO:0016071,GO:0000288,GO:0006397,GO:0008380,GO:0006364,GO:0008033,GO:0043928"
SNRPF,small nuclear ribonucleoprotein polypeptide F [Source:HGNC Symbol;Acc:11162],ENSG00000139343,ENSP00000447751,"GO:0003723,GO:0005515,GO:0005634,GO:0005829,GO:0005654,GO:0005681,GO:0030532,GO:0005689,GO:0071013,GO:0005683,GO:0006366,GO:0010467,GO:0016070,GO:0008380,GO:0000398,GO:0006396,GO:0031124,GO:0000387,GO:0034660,GO:0006369,GO:0008334"
TUT1,"terminal uridylyl transferase 1, U6 snRNA-specific [Source:HGNC Symbol;Acc:26184]",ENSG00000149016,ENSP00000308000,"GO:0000166,GO:0003723,GO:0005515,GO:0005524,GO:0003676,GO:0046872,GO:0019899,GO:0003730,GO:0004652,GO:0050265,GO:0005730,GO:0016607,GO:0005847,GO:0006379,GO:0016180,GO:0006378"
MTPAP,mitochondrial poly(A) polymerase [Source:HGNC Symbol;Acc:25532],ENSG00000107951,ENSP00000350820,"GO:0003723,GO:0005515,GO:0042803,GO:0005524,GO:0000287,GO:0042802,GO:0030145,GO:0004652,GO:0002134,GO:0005634,GO:0005886,GO:0005737,GO:0005739,GO:0005794,GO:0006351,GO:0008219,GO:0006378,GO:0071044"
EIF2AK1,eukaryotic translation initiation factor 2-alpha kinase 1 [Source:HGNC Symbol;Acc:24921],ENSG00000086232,ENSP00000199389,"GO:0005524,GO:0004674,GO:0004672,GO:0004713,GO:0003743,GO:0016772,GO:0006468,GO:0005515,GO:0042803,GO:0042802,GO:0020037,GO:0004694,GO:0005737,GO:0046777,GO:0006417,GO:0046984,GO:0046986,GO:0008285,GO:0006950,GO:0009605,GO:0010999,GO:0046501,GO:0045993"
EIF2AK2,eukaryotic translation initiation factor 2-alpha kinase 2 [Source:HGNC Symbol;Acc:9437],ENSG00000055332,ENSP00000233057,"GO:0005515,GO:0005524,GO:0004674,GO:0003725,GO:0004672,GO:0004713,GO:0016772,GO:0008601,GO:0004715,GO:0004694,GO:0005634,GO:0005737,GO:0005829,GO:0048471,GO:0006351,GO:0045087,GO:0008285,GO:0009615,GO:0006412,GO:0045071,GO:0006468,GO:0000186,GO:0046777,GO:0051092,GO:0051607,GO:0017148,GO:0030968,GO:0032874,GO:0032722,GO:0033689,GO:0019048,GO:0019058,GO:0001819,GO:0019054,GO:0035455,GO:0030683,GO:1900225,GO:1901224,GO:1901532,GO:1902033,GO:1902036,GO:0006926"
EIF2AK3,eukaryotic translation initiation factor 2-alpha kinase 3 [Source:HGNC Symbol;Acc:3255],ENSG00000172071,ENSP00000307235,"GO:0005524,GO:0004674,GO:0004672,GO:0004713,GO:0016772,GO:0006468,GO:0005515,GO:0042802,GO:0019903,GO:0004694,GO:0005737,GO:0005783,GO:0005623,GO:0016021,GO:0005789,GO:0001501,GO:0017148,GO:0070059,GO:0006926,GO:0051260,GO:0045444,GO:0006412,GO:0019217,GO:0030282,GO:0032092,GO:0046777,GO:0002063,GO:0031016,GO:0001503,GO:0031018,GO:0044267,GO:0030073,GO:0048009,GO:0030968,GO:0007595,GO:0019722,GO:0034976,GO:0007029,GO:0031642,GO:0032057,GO:0006919,GO:0009967,GO:0032055,GO:0032933,GO:0006983,GO:0006987"
EIF2AK4,eukaryotic translation initiation factor 2 alpha kinase 4 [Source:HGNC Symbol;Acc:19687],ENSG00000128829,ENSP00000263791,"GO:0005515,GO:0042803,GO:0005524,GO:0004674,GO:0004672,GO:0004713,GO:0016772,GO:0004694,GO:0005622,GO:0022626,GO:0006468,GO:0006446,GO:0009267,GO:0017148,GO:0030968,GO:0043558"
MRPL22,mitochondrial ribosomal protein L22 [Source:HGNC Symbol;Acc:14480],ENSG00000082515,ENSP00000429039,"GO:0003735,GO:0005840,GO:0015934,GO:0006412,GO:0005739"
PES1,pescadillo ribosomal biogenesis factor 1 [Source:HGNC Symbol;Acc:8848],ENSG00000100029,ENSP00000384252,"GO:0005515,GO:0043021,GO:0005730,GO:0005654,GO:0000793,GO:0030687,GO:0070545,GO:0008283,GO:0042254,GO:0006364,GO:0051726,GO:0033365,GO:0007000,GO:0000463,GO:0000466,GO:0042273,GO:0005694,GO:0005634"
LSM7,"LSM7 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:HGNC Symbol;Acc:20470]",ENSG00000130332,ENSP00000252622,"GO:0005515,GO:0017070,GO:0005634,GO:0005829,GO:0005681,GO:0010467,GO:0016070,GO:0016071,GO:0000288,GO:0000398,GO:0043928"
PAPD4,PAP associated domain containing 4 [Source:HGNC Symbol;Acc:26776],ENSG00000164329,ENSP00000397563,"GO:0005524,GO:0046872,GO:0004652,GO:0005737,GO:0031380,GO:0006397,GO:0043631,GO:0071044,GO:0005515,GO:0005634"
ZCCHC11,"zinc finger, CCHC domain containing 11 [Source:HGNC Symbol;Acc:28981]",ENSG00000134744,ENSP00000257177,"GO:0005634,GO:0005737,GO:0032088,GO:0070102,GO:0032755,GO:0010586,GO:0001816,GO:0031664,GO:0008270,GO:0003676,GO:0016779,GO:0005730,GO:0005515,GO:0050265,GO:0019827,GO:0031054,GO:0010587,GO:0031123"
ZCCHC6,"zinc finger, CCHC domain containing 6 [Source:HGNC Symbol;Acc:25817]",ENSG00000083223,ENSP00000365130,"GO:0008270,GO:0003676,GO:0050265,GO:0031123"
KHDRBS1,"KH domain containing, RNA binding, signal transduction associated 1 [Source:HGNC Symbol;Acc:18116]",ENSG00000121774,ENSP00000313829,"GO:0003723,GO:0005515,GO:0003677,GO:0032403,GO:0017124,GO:0005070,GO:0005634,GO:0005737,GO:0016020,GO:0070618,GO:0006351,GO:0008283,GO:0045892,GO:0007165,GO:0006397,GO:0007050,GO:0000086,GO:0007166,GO:0045948,GO:0046833,GO:0046831"
KHDRBS2,"KH domain containing, RNA binding, signal transduction associated 2 [Source:HGNC Symbol;Acc:18114]",ENSG00000112232,ENSP00000281156,"GO:0005515,GO:0003723,GO:0042169,GO:0046982,GO:0017124,GO:0008143,GO:0008266,GO:0005634,GO:0006351,GO:0006355"
KHDRBS3,"KH domain containing, RNA binding, signal transduction associated 3 [Source:HGNC Symbol;Acc:18117]",ENSG00000131773,ENSP00000431022,"GO:0003723,GO:0005634,GO:0005515,GO:0017124,GO:0006351,GO:0007283,GO:0006355"
QKI,"QKI, KH domain containing, RNA binding [Source:HGNC Symbol;Acc:21100]",ENSG00000112531,ENSP00000275262,"GO:0003723,GO:0010628,GO:0007286,GO:0042552,GO:0042759,GO:0001570,GO:0042692,GO:0005515,GO:0017124,GO:0005634,GO:0005737,GO:0006417,GO:0006397,GO:0008380,GO:0051028,GO:0008366"
SF1,splicing factor 1 [Source:HGNC Symbol;Acc:12950],ENSG00000168066,ENSP00000396793,"GO:0003723,GO:0008270,GO:0003676,GO:0050810,GO:0022402,GO:0030238,GO:0033327,GO:0003714,GO:0005634,GO:0005840,GO:0005681,GO:0006351,GO:0006355,GO:0000398,GO:0000245,GO:0000389,GO:0048662"
LRRC47,leucine rich repeat containing 47 [Source:HGNC Symbol;Acc:29207],ENSG00000130764,ENSP00000367498,"GO:0003723,GO:0005515,GO:0004826"
ISY1,ISY1 splicing factor homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:29201],ENSG00000240682,ENSP00000376973,"GO:0005515,GO:0005634,GO:0071013,GO:0000398"
SRRM1,serine/arginine repetitive matrix 1 [Source:HGNC Symbol;Acc:16638],ENSG00000133226,ENSP00000469151,"GO:0006397,GO:0005681,GO:0003723,GO:0003677,GO:0005634,GO:0005829,GO:0005654,GO:0016363,GO:0016607,GO:0071013,GO:0006366,GO:0010467,GO:0008380,GO:0000398,GO:0006406,GO:0031124,GO:0000375,GO:0006369"
IPO9,importin 9 [Source:HGNC Symbol;Acc:19425],ENSG00000198700,ENSP00000354742,"GO:0005488,GO:0042393,GO:0005515,GO:0008565,GO:0008536,GO:0005634,GO:0005737,GO:0006606,GO:0006886"
